index,artist_name,track_name,danceability,energy,key,loudness,speechiness,accousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_date
565,Twice,Four-leaf Clover,0.806,0.85,6,-4.127,0.13,0.076,0,0.144,0.772,114.994,227653,2021-07-28
566,Twice,In the summer,0.792,0.846,1,-3.986,0.144,0.0402,0,0.327,0.55,113.009,210953,2021-07-28
567,Twice,PIECES OF LOVE,0.763,0.767,9,-3.33,0.0384,0.236,0,0.34,0.727,103.01,241747,2021-07-28
568,Twice,"Thank you, Family",0.568,0.553,7,-4.996,0.045,0.181,0,0.0638,0.502,102.022,197353,2021-07-28
569,Twice,PROMISE,0.581,0.42,6,-4.913,0.03,0.818,0,0.116,0.317,135.786,259693,2021-07-28
570,Twice,I CAN'T STOP ME,0.657,0.88,10,-3.672,0.102,0.121,0,0.463,0.769,150.084,205493,2020-10-26
571,Twice,HELL IN HEAVEN,0.8,0.81,4,-3.82,0.0604,0.182,1.06e-06,0.107,0.694,105.042,179320,2020-10-26
572,Twice,UP NO MORE,0.709,0.88,2,-2.734,0.0585,0.0298,4.46e-06,0.103,0.713,119.948,214240,2020-10-26
573,Twice,DO WHAT WE LIKE,0.78,0.896,11,-2.482,0.0614,0.0101,0,0.091,0.715,124.926,179587,2020-10-26
574,Twice,BRING IT BACK,0.842,0.638,2,-2.73,0.0684,0.207,0,0.118,0.606,115.051,208133,2020-10-26
575,Twice,BELIEVER,0.669,0.84,7,-3.176,0.0599,0.0294,0,0.663,0.483,105.009,196947,2020-10-26
