date,listeners,rank
2021-05-02,396831,132
2021-05-03,395650,132
2021-05-04,393535,132
2021-05-05,392016,132
2021-05-06,390483,132
2021-05-07,389011,132
2021-05-08,386853,132
2021-05-09,384637,132
2021-05-10,381954,132
2021-05-11,379603,132
2021-05-12,378073,132
2021-05-13,377341,132
2021-05-14,375896,132
2021-05-15,373127,132
2021-05-16,371009,132
2021-05-17,370049,132
2021-05-18,368863,132
2021-05-19,367303,132
2021-05-20,365905,132
2021-05-21,364842,132
2021-05-22,364842,132
2021-05-23,364008,132
2021-05-24,363890,132
2021-05-25,363890,132
2021-05-26,363677,132
2021-05-27,363934,132
2021-05-28,364432,132
2021-05-29,364401,132
2021-05-30,364209,132
2021-05-31,364093,132
2021-06-01,364173,132
2021-06-02,363966,132
2021-06-03,363837,132
2021-06-04,364703,132
2021-06-05,365340,132
2021-06-06,366361,132
2021-06-07,367812,132
2021-06-08,369033,132
2021-06-09,370103,132
2021-06-10,370859,132
2021-06-11,372774,132
2021-06-12,375865,132
2021-06-13,377634,132
2021-06-14,378575,132
2021-06-15,378951,132
2021-06-16,379069,132
2021-06-17,378871,132
2021-06-18,378532,132
2021-06-19,377748,132
2021-06-20,377059,132
2021-06-21,376395,132
2021-06-22,375580,132
2021-06-23,375580,132
2021-06-24,373557,132
2021-06-25,372171,132
2021-06-26,370750,132
2021-06-27,369583,132
2021-06-28,368935,132
2021-06-29,367947,132
2021-06-30,366672,132
2021-07-01,364816,132
2021-07-02,362864,132
2021-07-03,360989,132
2021-07-04,358420,132
2021-07-05,355293,132
2021-07-06,352547,132
2021-07-07,349736,132
2021-07-08,347024,132
2021-07-09,344530,132
2021-07-10,341829,132
2021-07-11,339106,132
2021-07-12,337089,132
2021-07-13,335508,132
2021-07-14,334510,132
2021-07-15,333842,132
2021-07-16,332848,132
2021-07-17,331591,132
2021-07-18,330415,132
2021-07-19,329738,132
2021-07-20,328706,132
2021-07-21,327808,132
2021-07-22,325677,132
2021-07-23,325568,132
2021-07-24,325231,132
2021-07-25,324386,132
2021-07-26,324386,132
2021-07-27,323900,132
2021-07-28,324654,132
2021-07-29,325582,132
2021-07-30,325582,132
2021-07-31,326533,132
2021-08-01,326592,132
2021-08-02,326592,132
2021-08-03,328301,132
2021-08-04,329422,132
2021-08-05,330337,132
2021-08-06,331275,132
2021-08-07,331275,132
2021-08-08,332879,132
2021-08-09,333566,132
2021-08-10,334164,132
2021-08-11,334464,132
2021-08-12,334672,132
2021-08-13,334906,132
2021-08-14,335338,132
2021-08-15,335501,132
2021-08-16,335377,132
2021-08-17,335377,132
2021-08-18,335471,132
2021-08-19,335415,132
2021-08-20,335574,132
2021-08-21,335942,132
2021-08-22,335942,132
2021-08-23,336056,132
2021-08-24,335703,132
2021-08-25,334925,132
2021-08-26,334196,132
2021-08-27,334245,132
2021-08-28,333929,132
2021-08-29,334093,132
2021-08-30,334639,132
2021-08-31,334756,132
2021-09-01,334886,132
2021-09-02,334472,132
2021-09-03,334241,132
2021-09-04,333831,132
2021-09-05,333580,132
2021-09-06,333806,132
2021-09-07,333979,132
2021-09-08,334101,132
2021-09-09,334026,132
2021-09-10,334191,132
2021-09-11,334130,132
2021-09-12,335561,132
2021-09-13,337675,132
2021-09-14,339259,132
2021-09-15,340833,132
2021-09-16,340833,132
2021-09-17,343850,132
2021-09-18,344362,132
2021-09-19,344494,132
2021-09-20,345959,132
2021-09-21,347053,132
2021-09-22,348274,132
2021-09-23,349504,132
2021-09-24,350409,132
2021-09-25,351166,132
2021-09-26,351771,132
2021-09-27,352736,132
2021-09-28,353625,132
2021-09-29,354354,132
2021-09-30,355080,132
2021-10-01,355598,132
2021-10-02,355940,132
2021-10-03,355995,132
2021-10-04,356668,132
2021-10-05,357359,132
2021-10-06,358159,132
2021-10-07,358704,132
2021-10-08,359289,132
2021-10-09,360015,132
2021-10-10,359857,132
2021-10-11,359858,132
2021-10-12,359349,132
2021-10-13,358784,132
2021-10-14,358442,132
2021-10-15,358299,132
2021-10-16,358318,132
2021-10-17,358318,132
2021-10-18,357393,132
2021-10-19,356281,132
2021-10-20,355316,132
2021-10-21,354423,132
2021-10-22,354296,132
2021-10-23,354302,132
2021-10-24,354047,132
2021-10-25,353835,132
2021-10-26,353777,132
2021-10-27,353797,132
2021-10-28,353874,132
2021-10-29,353906,132
2021-10-30,353815,132
2021-10-31,353912,132
2021-11-01,354256,132
2021-11-02,354321,132
2021-11-03,354454,132
2021-11-04,354825,132
2021-11-05,354095,132
